id,text
256,"@AmazonHelp Need help with my order, purchased last Thursday and it has said “shipping soon” for about 4 days now."
257,@AmazonHelp @115790 I bought the Ronaldo edition of fifa 18 but i haven't recieved my weekly pack that comes with it. Please help.
258,"@AmazonHelp @115850 I ordered this book Z38194916, Curse of yesterday, in Sep. It hasn't been delivered yet. Frustrated by your service."
259,"@115850 @AmazonHelp : Just look at the tone taken by your executives who don't understand that if I'm buying something worth 60k, I need to be assured of the installation/demo.
@115851: I still don't have an answer! https://t.co/t5HmE5p9gb"
260,"@AmazonHelp I change my password three times in a row, and i tried to login, but still it says your password is incorrect"
261,Boom! At last... @120533 @AmazonHelp thanks for the assistance https://t.co/FrQfjrXxAN
262,What really is the point in paying for @115830 prime if they won't deliver next day. @AmazonHelp
263,@AmazonHelp: please let me know what to make of this.  Thanks. https://t.co/QpMr1SWFEB
264,@AmazonHelp Ive been waiting for my TV for a month! None of your Cst svc members could help and wanted me to pay more to get it fm anti vndr
265,@AmazonHelp I pre ordered Star Wars battlefront 2 for PS4 through you guys. How do I get into the beta? I need a code?
266,@AmazonHelp @115850 due 2 delay#406-1742635-6433121 and 9218026-3865152 I will not accept those products. Plz process for payment refund.
267,@AmazonHelp @115850  @115851 You are doing fraud by selling amazon prime. U charge but do not provide services. Kindly refund my money.
268,Preordered #StarWarsBattlefrontII from @115821 and I haven’t received my code for the beta @AmazonHelp
269,"when do i receive my star wars battlefront 2 beta code, ordered it this morning @AmazonHelp #Amazon @115830  #amazonhelp"
270,@AmazonHelp need help getting credit for a damaged item.
271,@AmazonHelp the seller said they sent me a replacement for a broken product but it does not show anything on the site
272,"@115850 
Check DM @AmazonHelp 
And look in the issue i am facing with amazon order 402-1137920-8812360"
273,"@AmazonHelp @115821 IndianArtVilla selling fake  &amp; defective copper bottles with poisonous glue pasted inside to hide the leakage, ban it!!!"
274,@AmazonHelp hi can you please DM me and met me know when i can expect my delivery today.
275,@AmazonHelp you already has prepaid recharge option in Amazon pay India please add mobile bill payment option too. Thanks in advance
276,@115850 @AmazonHelp ( 408-3942370-6997921) was supposed to pickup yesterday (03/10) has not yet been picked today by BlueDart ! Plz check
277,"@AmazonHelp trying to register my #firestick but says my login details are not valid, yet I am logged in on my phone on your website ??#help"
278,@AmazonHelp My parcel (delivered by Amazon delivery) was ripped and opened. Fort. wasn't confidential or a gift for partner but not ideal!
279,"@AmazonHelp
Talked regarding delivery delay issue worst experience. Unprofessional cs agent"
280,"@AmazonHelp I am waiting for an answer regarding the buyer that received a refund from you for 4 orders from me, and then he switched out the items and sent them back."
281,@AmazonHelp how long does it take to get a star wars battlefront 2 beta code for pre ordering??
282,@AmazonHelp I’ve gotten 38 security emails today. I reported on web chat and changed my password but I’m still receiving them. Please help https://t.co/V1bPGP7sv9
283,@AmazonHelp help please my order is out for delivery but it hasn’t arrived and it seems to have changed on the website ? Help thanks
284,What the heck @115821 @AmazonHelp and @115817 @UPSHelp and FYI @7062 ...nice Christmas gift I've got here. Even the styrofoan is busted 😡
285,"@AmazonHelp
why Cash on Delivery facility not available on 306401, on all products, i tried for many time but not available at payment time"
286,@AmazonHelp I have yet to receive my battlefront2 beta code from you. When will this be sent? There is nothing in my junk or spam folder. Ty
287,How much does Amazon call back cost? @AmazonHelp
288,"@AmazonHelp @115850 what is tge issue with us? very disappointed,bcz a/c is suspended in this big sale.It's cheating ,plz don't work on it"
289,@115821 @AmazonHelp please tell me why you needed an entire box to ship this tiny rubber thing??? https://t.co/xcSpFFiic1
290,"Hi @AmazonHelp , this seems like somewhat excessive packaging for 2 CDs. (Additional inner paper packaging already removed) https://t.co/u1gzyrelqo"
291,"@AmazonHelp poor customer service over phone, cannot contact carrier. Cannot even locate my item 26hrs... Cannot escalate locally.... https://t.co/IpvzNV1DlM"
292,@AmazonHelp ridiculous levels of packaging again. Do you not have an environmental policy around surplus packaging? https://t.co/XAKScV0Yb0
293,WTF! @AmazonHelp @115851 @115830  I've been waiting for this order for years! Using the same payment method - I have always used! WTF!
294,@AmazonHelp my order was supposed to be shipped yesterday wtf going on
295,"@AmazonHelp again #bad #experience Product ordered, cancelled. Now not able to order tht product due to qty restrictions #badservice #amazon"
296,@AmazonHelp your indian team is associated with many fraudsters who takes one month for te fund of our money after not providing products
297,@AmazonHelp hi amazon. Please can you send me a link to reach customer service? I’ve a problem with my order delivery. Thanks
298,"My parcel has been ""out for delivery"" for nearly 8 hours, where is it and when will it be here😫 @AmazonHelp"
299,@AmazonHelp hi can you help with firesticks?
300,hey @AmazonHelp - i am locked out of my account and i want to cancel my audible subscription ASAP. pls advise what to do. thanks.
301,@AmazonHelp Trying to purchase Star Wars Battlefront II for PC and getting this error. https://t.co/QZVlJJRwFy Any help?
302,@AmazonHelp Prime member - ordered 2 items yday to my old address. Moved last week. What can I do? Can’t cxl order &amp; no shipper info on site
303,@AmazonHelp Is there anything that I can do besides contacting a seller to cancel an order that I placed accidentally?
304,@AmazonHelp Bought 2 phones in Dec. Found out they are counterfeit &amp; don't work. Seller closed acct. &amp; took my $500. Amazon CS is NO help :(
305,@AmazonHelp emailed customer support around 24 hours ago but haven't received any reply yet. Was promised a reply within 6 hours :(
306,"@AmazonHelp Seriously? I post I can't find a email to address issue and you send me a link to the email, but THERE IS NO EMAIL?"
307,@AmazonHelp @115821 my Order No: 407-4060954-7413120 has been delayed and there is no assurance of delivery still please help.
308,"@AmazonHelp What do I do if I got an email from __email__ saying my email was changed, but I did not change it?"
309,@AmazonHelp hey I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox one. Can you help out?
310,@AmazonHelp yet to receive my cash back from @119862 on purchase of moto g5s
311,".@AmazonHelp I pre-ordered a BR a week b4 release date, and when it was supposed to ship yesterday I’m now being told it’s “out of stock”???"
312,@115821 @AmazonHelp you're really the worst. Won't be renewing my prime account when it's up.
313,@AmazonHelp please help me make my dreams of being a pumpkin for Halloween come true https://t.co/VA2eaeKt8Y
314,"@AmazonHelp If I pay for an Amazon Smile order with a GC, does it still generate income for the charity? Or do you have to pay with CC?"
315,"@AmazonHelp I ordered Battlefront II Deluxe for PS4, and haven't gotten my beta code yet. Seems others have this issue too. Help?"
316,@AmazonHelp I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox 1. Can you help?
317,@115830 @AmazonHelp Never in my life have I ever had such despicable customer service as I have from you today!! Disgusting!! 😡😡😡😡😡😡😡😡😡😡😡😡😡
318,@AmazonHelp Remember when your customer service used to be good?
319,"@AmazonHelp Not too impressed. Have order to my work, was too late yday. Ok, fair enough. But knowing this, it wasn't even out for.."
320,@AmazonHelp Need help with an order that has been stuck in the dispatch phase for over 5 weeks now. Should have arrived a month ago.
321,"@AmazonHelp I just got an email that the email address of my account has been changed to another email without my permission, what can I do?"
322,@115850 @AmazonHelp @115821 Pathetic customer support experience despite being a Prime &amp; being one of the first buyers of Amazon Echo !!
323,"@AmazonHelp 2nd time in a week item has been out for delivery, and delivery has failed, when no-one has tried to deliver said item!"
324,"Guess @AmazonHelp are having UK issues. Get this from app and website when trying to order... been happening all day.
#amazoncantdeliver https://t.co/CJh1NFDIVr"
325,@AmazonHelp I haven’t receive my early access code for Battlefront and I called and basically said they can’t help me? I ordered in April
326,@AmazonHelp how is this Two-Day shipping? https://t.co/8qGljRvrMZ
327,"@AmazonHelp @115790 @127852 I thought as long as I get the Ronaldo Edition, I get all the promo benefits??? https://t.co/iGcm5NNi6E"
328,@AmazonHelp When is the latest you'll deliver? Paid for guaranteed delivery for something I need tomorrow. Don't know if I should worry yet.
329,@AmazonHelp what happens when something ordered using Prime doesn't arrive when it's garunteed to?
330,@AmazonHelp how can I lodge a complaint about the Amazon Prime discount for preordered games changing from 20% to 10%?
331,@AmazonHelp I’ve been waiting a week now for my order. I’m boiling with anger.
332,@AmazonHelp The other week my parcel was left in my blue bin. Can I forward a complaint please as @10912 haven’t replied. https://t.co/KtmNFah88V
333,@AmazonHelp Do you guys have the newest Best Am Short Stories in your NYC bk stores? https://t.co/zaAHc0mGHz
334,"@AmazonHelp Amazon, we have not received our remittance details file which was due on Friday!! What’s happening??? PLS. FIX SELLER CENTRAL"
335,"@AmazonHelp for amazon uk same day prime is ready for ng7 but it says ""...no results for this search with Same-Day to your address."""
336,@AmazonHelp I am not able to cancel my order..plz help
337,"@AmazonHelp Can you tell me why my tracking says with courier to deliver today,then says it might take another 6 days?"
338,"The battlefront ll beta starts today, I pre ordered the game months ago but still haven't gotten my code from @115821  @AmazonHelp 😡😡😡"
339,"@AmazonHelp well I was told in an email I’d be receiving my #BattlefrontII Beta code after midnight last night, but I’m still waiting"
340,@115821 @AmazonHelp @115817 @UPSHelp I just received my order today. Fucking explain yourself now. https://t.co/RGEOVPyPam
341,@AmazonHelp also it states handed to resident when he clearly didn’t — also didn’t see post box screwed to wall or follow safe place info2/2
342,"@AmazonHelp Hi - my order hasn't arrived, and appears as delivered in my orders. What can I do?"
343,Hey @AmazonHelp 4th day now without my order which is made up entirely of Prime items.. No cancellation allowed.. what the hell?
